Intake ID,Notice ID,Solicitation Number,Historical Source URL,Notice Type,Posted Date,Original Response Deadline,Agency,Subagency,Contracting Office,Title,Description,NAICS,PSC,Set-Aside Type,Estimated Value,Product or Service,Supply Track,Place of Performance,Delivery Destination,Attachments Available,Amendments Available,Q&A Available,Award Outcome Available,Award Notice URL,Awardee,Award Amount,Award Type,Parent Award ID,Open Competitive Path,Parent Vehicle Required,Could GGG Compete At Time,Mandatory-Source Status,AbilityOne Status,Product-Exclusion Result,Requirement Completeness,Payment-Method Evidence,Preliminary Supplier Exposure,Exposure Classification,Preliminary Probable Net,Preliminary Accessibility Score,Preliminary Kickoff Fit Score,Preliminary Baseball Call,Primary Failure Point,Intake Decision,Confidence,Notes,Source Extract Row
HOS01-050,483a7f70887b43f88badf6652cfca36f,W912P624R0009,https://sam.gov/workspace/contract/opp/483a7f70887b43f88badf6652cfca36f/view,Combined Synopsis/Solicitation,2024-06-26,2024-07-02,DEPT OF DEFENSE,DEPT OF THE ARMY,W072 ENDIST CHICAGO,"FACILITY MAINTENANCE SERVICES, LOCKPORT, WILL COUNTY, ILLINOIS","EFFECTIVE JUNE 26, 2024: The government has posted Amendment No. 0001 hereunder this Notice (please refer to the Attachments Section). ** This is a combined Synopsis/Solicitation Notice for Commercial Items issued pursuant to the Federal Acquisition Regulation (FAR) Subpart 12.6. Under this notice, the U.S. Army Corps of Engineers, Chicago District (USACE) is issuing a Request for Proposals (RFP) for: FACILITY MAINTENANCE SERVICES, LOCKPORT, WILL COUNTY, ILLINOIS. The works involves the FACILITY MAINTENANCE SERVICES located at the Chicago Sanitary and Ship Canal (CSSC) Aquatic Nuisance Species facility buildings. The contractor shall furnish staff of experience, support equipment, and material of quantity to provide interior and exterior custodial/housekeeping; establish and maintain fire alarm monitoring, annual fire alarm, fire extinguishers, and fire suppression tank certification and testing; establish and maintain monthly interior and exterior pest control services, refuse services, and waste water tank services and other facility maintenance work for the USACE Chicago Sanitary and Ship Canal (CSSC) Aquatic Nuisance Species facility buildings. The applicable Size Standard is N",561210,S216,Total Small Business Set-Aside (FAR 19.5),Unknown pre-award; historical award is answer key,Service / mixed,Basic IT accessories and standard equipment,,Not recovered from extract,Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/483a7f70887b43f88badf6652cfca36f/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Construction / installation / repair / field service,Partial — attachments or detail retrieval required,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,0,Strikeout,Gate 6 — product/service exclusion,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",66140
HOS01-051,82520cbf1c204d32a26e79f60f4cd36f,W912P624B0009,https://sam.gov/workspace/contract/opp/82520cbf1c204d32a26e79f60f4cd36f/view,Solicitation,2024-06-26,2024-07-26,DEPT OF DEFENSE,DEPT OF THE ARMY,W072 ENDIST CHICAGO,"Town of Hebron Water Main Replacement, Hebron, Porter County, Indiana (USACE Acquisition)","Under this Solicitation Notice, the United States Army Corps of Engineers - Chicago District issues Solicitation No. W912P624B0009 for bidding purposes. Therefore, provided hereunder is the relevant bid package for its construction project entitled, Town of Hebron Water Main Replacement, Hebron, Porter County, Indiana (USACE Acquisition). PROJECT INFORMATION: The work includes installing approximately 2,900 linear feet of new 8-inch PVC watermain by open-cut excavation and approximately 900 linear feet of horizontally directional drilled 8-inch PVC. Work w ill also include approximately 900 linear feet of 6-inch PVC watermain installed by open cut; installation of residential services, valves, and associated asphalt and paving restoration. Option No. 1 includes approximately 4,100 LF of 6-inch PVC watermain by open-cut excavations and approximately and 170 linear feet of horizontally directional drilled 6-inch PVC with installation of residential services, valves, and associated asphalt and paving restoration. CONTRACTING OFFICE: USACE Chicago District, 231 SOUTH LaSALLE STREET, SUITE 1500, Chicago, IL 60604. ACQUISITION INFORMATION: Competition for this acquisition is RESERVED EXC",237110,Y1PZ,Total Small Business Set-Aside (FAR 19.5),Unknown pre-award; historical award is answer key,Service / mixed,MRO tools and commercial hardware,,Not recovered from extract,Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/82520cbf1c204d32a26e79f60f4cd36f/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Construction / installation / repair / field service,Likely complete enough for archive review,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,0,Strikeout,Gate 6 — product/service exclusion,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",66141
HOS01-052,95ff38fc0fd441b3945a53c0f38ba19a,W912P624R0009,https://sam.gov/workspace/contract/opp/95ff38fc0fd441b3945a53c0f38ba19a/view,Combined Synopsis/Solicitation,2024-06-28,2024-07-10,DEPT OF DEFENSE,DEPT OF THE ARMY,W072 ENDIST CHICAGO,"FACILITY MAINTENANCE SERVICES, LOCKPORT, WILL COUNTY, ILLINOIS","EFFECTIVE JUNE 28, 2024: The government has posted Amendment No. 0002 hereunder this Notice (please refer to the Attachments Section). ** EFFECTIVE JUNE 26, 2024: The government has posted Amendment No. 0001 hereunder this Notice (please refer to the Attachments Section). ** This is a combined Synopsis/Solicitation Notice for Commercial Items issued pursuant to the Federal Acquisition Regulation (FAR) Subpart 12.6. Under this notice, the U.S. Army Corps of Engineers, Chicago District (USACE) is issuing a Request for Proposals (RFP) for: FACILITY MAINTENANCE SERVICES, LOCKPORT, WILL COUNTY, ILLINOIS. The works involves the FACILITY MAINTENANCE SERVICES located at the Chicago Sanitary and Ship Canal (CSSC) Aquatic Nuisance Species facility buildings. The contractor shall furnish staff of experience, support equipment, and material of quantity to provide interior and exterior custodial/housekeeping; establish and maintain fire alarm monitoring, annual fire alarm, fire extinguishers, and fire suppression tank certification and testing; establish and maintain monthly interior and exterior pest control services, refuse services, and waste water tank services and other facility maintenanc",561210,S216,Total Small Business Set-Aside (FAR 19.5),Unknown pre-award; historical award is answer key,Service / mixed,Basic IT accessories and standard equipment,,Not recovered from extract,Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/95ff38fc0fd441b3945a53c0f38ba19a/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Construction / installation / repair / field service,Partial — attachments or detail retrieval required,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,0,Strikeout,Gate 6 — product/service exclusion,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",66111
HOS01-053,831a4797526041ce88a488dde35027f5,W912P624R0009,https://sam.gov/workspace/contract/opp/831a4797526041ce88a488dde35027f5/view,Combined Synopsis/Solicitation,2024-07-03,2024-07-10,DEPT OF DEFENSE,DEPT OF THE ARMY,W072 ENDIST CHICAGO,"FACILITY MAINTENANCE SERVICES, LOCKPORT, WILL COUNTY, ILLINOIS","EFFECTIVE JULY 3, 2024: The government has posted Amendment No. 0003 hereunder this Notice (please refer to the Attachments Section). ** EFFECTIVE JUNE 28, 2024: The government has posted Amendment No. 0002 hereunder this Notice (please refer to the Attachments Section). ** EFFECTIVE JUNE 26, 2024: The government has posted Amendment No. 0001 hereunder this Notice (please refer to the Attachments Section). ** This is a combined Synopsis/Solicitation Notice for Commercial Items issued pursuant to the Federal Acquisition Regulation (FAR) Subpart 12.6. Under this notice, the U.S. Army Corps of Engineers, Chicago District (USACE) is issuing a Request for Proposals (RFP) for: FACILITY MAINTENANCE SERVICES, LOCKPORT, WILL COUNTY, ILLINOIS. The works involves the FACILITY MAINTENANCE SERVICES located at the Chicago Sanitary and Ship Canal (CSSC) Aquatic Nuisance Species facility buildings. The contractor shall furnish staff of experience, support equipment, and material of quantity to provide interior and exterior custodial/housekeeping; establish and maintain fire alarm monitoring, annual fire alarm, fire extinguishers, and fire suppression tank certification and testing; establish and m",561210,S216,Total Small Business Set-Aside (FAR 19.5),Unknown pre-award; historical award is answer key,Service / mixed,Basic IT accessories and standard equipment,,Not recovered from extract,Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/831a4797526041ce88a488dde35027f5/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Construction / installation / repair / field service,Partial — attachments or detail retrieval required,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,0,Strikeout,Gate 6 — product/service exclusion,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",66073
HOS01-054,4cf9654f9ca64e679cec50c969055599,W912P624R0009,https://sam.gov/workspace/contract/opp/4cf9654f9ca64e679cec50c969055599/view,Combined Synopsis/Solicitation,2024-07-10,2024-07-12,DEPT OF DEFENSE,DEPT OF THE ARMY,W072 ENDIST CHICAGO,"FACILITY MAINTENANCE SERVICES, LOCKPORT, WILL COUNTY, ILLINOIS","EFFECTIVE JULY 10, 2024: The government has posted Amendment No. 0005 hereunder this Notice (please refer to the Attachments Section). Amendment No. 0005 revised the price schedule. ** EFFECTIVE JULY 10, 2024: The government has posted Amendment No. 0004 hereunder this Notice (please refer to the Attachments Section). Amendment No. 0004 extended the response due date. ** EFFECTIVE JULY 3, 2024: The government has posted Amendment No. 0003 hereunder this Notice (please refer to the Attachments Section). ** EFFECTIVE JUNE 28, 2024: The government has posted Amendment No. 0002 hereunder this Notice (please refer to the Attachments Section). ** EFFECTIVE JUNE 26, 2024: The government has posted Amendment No. 0001 hereunder this Notice (please refer to the Attachments Section). ** This is a combined Synopsis/Solicitation Notice for Commercial Items issued pursuant to the Federal Acquisition Regulation (FAR) Subpart 12.6. Under this notice, the U.S. Army Corps of Engineers, Chicago District (USACE) is issuing a Request for Proposals (RFP) for: FACILITY MAINTENANCE SERVICES, LOCKPORT, WILL COUNTY, ILLINOIS. The works involves the FACILITY MAINTENANCE SERVICES located at the Chicago Sanita",561210,S216,Total Small Business Set-Aside (FAR 19.5),Unknown pre-award; historical award is answer key,Service / mixed,Basic IT accessories and standard equipment,,Not recovered from extract,Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/4cf9654f9ca64e679cec50c969055599/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Construction / installation / repair / field service,Partial — attachments or detail retrieval required,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,0,Strikeout,Gate 6 — product/service exclusion,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",66013
HOS01-055,5ffbcdfc1ab540f2b5c39e7d5be1d81a,W912P624R0009,https://sam.gov/workspace/contract/opp/5ffbcdfc1ab540f2b5c39e7d5be1d81a/view,Combined Synopsis/Solicitation,2024-07-10,2024-07-12,DEPT OF DEFENSE,DEPT OF THE ARMY,W072 ENDIST CHICAGO,"FACILITY MAINTENANCE SERVICES, LOCKPORT, WILL COUNTY, ILLINOIS","EFFECTIVE JULY 10, 2024: The government has posted Amendment No. 0004 hereunder this Notice (please refer to the Attachments Section). ** EFFECTIVE JULY 3, 2024: The government has posted Amendment No. 0003 hereunder this Notice (please refer to the Attachments Section). ** EFFECTIVE JUNE 28, 2024: The government has posted Amendment No. 0002 hereunder this Notice (please refer to the Attachments Section). ** EFFECTIVE JUNE 26, 2024: The government has posted Amendment No. 0001 hereunder this Notice (please refer to the Attachments Section). ** This is a combined Synopsis/Solicitation Notice for Commercial Items issued pursuant to the Federal Acquisition Regulation (FAR) Subpart 12.6. Under this notice, the U.S. Army Corps of Engineers, Chicago District (USACE) is issuing a Request for Proposals (RFP) for: FACILITY MAINTENANCE SERVICES, LOCKPORT, WILL COUNTY, ILLINOIS. The works involves the FACILITY MAINTENANCE SERVICES located at the Chicago Sanitary and Ship Canal (CSSC) Aquatic Nuisance Species facility buildings. The contractor shall furnish staff of experience, support equipment, and material of quantity to provide interior and exterior custodial/housekeeping; establish and m",561210,S216,Total Small Business Set-Aside (FAR 19.5),Unknown pre-award; historical award is answer key,Service / mixed,Basic IT accessories and standard equipment,,Not recovered from extract,Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/5ffbcdfc1ab540f2b5c39e7d5be1d81a/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Construction / installation / repair / field service,Partial — attachments or detail retrieval required,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,0,Strikeout,Gate 6 — product/service exclusion,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",66026
HOS01-056,88274431297441b9adba843e359804bd,36C77022R0008,https://sam.gov/workspace/contract/opp/88274431297441b9adba843e359804bd/view,Solicitation,2024-07-17,2024-08-23,"VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF",NATIONAL CMOP OFFICE (36C770),Q517--Staffing Service Tucson,"Amendment 0006: The current due date for proposals of July 23, 2024 is hereby suspended until the Government issues an amendment answering the remaining questions. This amendment will establish the new proposal due date. Please see attached for details of this Amendment.",561210,Q517,Service-Disabled Veteran-Owned Small Business Set Aside,Unknown pre-award; historical award is answer key,Service / mixed,Mixed control,"Tucson, AZ, 85706, USA","Tucson, AZ, 85706, USA",Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/88274431297441b9adba843e359804bd/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,No — socioeconomic set-aside not held by GGG,Review required,Review exact product/NSN; no conflict detected,Rental / lease,Partial — attachments or detail retrieval required,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,45,0,Strikeout,Gate 4 — GGG eligibility,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",65945
HOS01-057,1021a23f9bfe461086cb4b17e9bb950c,W912P624B0009,https://sam.gov/workspace/contract/opp/1021a23f9bfe461086cb4b17e9bb950c/view,Solicitation,2024-07-23,2024-07-26,DEPT OF DEFENSE,DEPT OF THE ARMY,W072 ENDIST CHICAGO,"Town of Hebron Water Main Replacement, Hebron, Porter County, Indiana (USACE Acquisition)","VIRTUAL BID OPENING INFORMATION: THE VIRTUAL BID OPENING WILL BE CONDUCTED ON JULY 26, 2024 AT 2:00 P.M. (CENTRAL TIME). AT THE DESIGNATED DAY AND TIME, PLEASE JOIN BY: MEETING LINK: https://usace1.webex.com/usace1/j.php?MTID=m5c1427a42f9475dd6e6c01faa745483b. Meeting Number (access code): 2830 245 7770. Meeting Password: Qk2XJJne4@2. OR, JOIN BY PHONE: 1-844-800-2712 US Toll Free, 1-669-234-1177 US Toll. Access Code: 2830 245 7770. Conf ID: press the # sign. ** EFFECTIVE JULY 23, 2024: The government has posted Amendment No. 0001 hereunder this Notice (please refer to the Attachments Section). ** Under this Solicitation Notice, the United States Army Corps of Engineers - Chicago District issues Solicitation No. W912P624B0009 for bidding purposes. Therefore, provided hereunder is the relevant bid package for its construction project entitled, Town of Hebron Water Main Replacement, Hebron, Porter County, Indiana (USACE Acquisition). PROJECT INFORMATION: The work includes installing approximately 2,900 linear feet of new 8-inch PVC watermain by open-cut excavation and approximately 900 linear feet of horizontally directional drilled 8-inch PVC. Work w ill also include approximately 9",237110,Y1PZ,Total Small Business Set-Aside (FAR 19.5),Unknown pre-award; historical award is answer key,Service / mixed,MRO tools and commercial hardware,,Not recovered from extract,Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/1021a23f9bfe461086cb4b17e9bb950c/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Construction / installation / repair / field service,Likely complete enough for archive review,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,0,Strikeout,Gate 6 — product/service exclusion,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",65906
HOS01-058,96a703a8ac8b4cfe84dfb65ba39b83cf,W912P624B0009,https://sam.gov/workspace/contract/opp/96a703a8ac8b4cfe84dfb65ba39b83cf/view,Solicitation,2024-07-26,2024-07-26,DEPT OF DEFENSE,DEPT OF THE ARMY,W072 ENDIST CHICAGO,"Town of Hebron Water Main Replacement, Hebron, Porter County, Indiana (USACE Acquisition)","** EFFECTIVE JULY 26, 2024: The government has attached the Bid Opening Results (please refer to the Attachments Section of this Notice).** ***** TIME OF BID SUBMISSION: Bids are required one hour prior the time specified on Page 1 of this Solicitation, Block #13a. Please note, FAR Subpart 14.302 Bid submission; Bids shall be submitted so that they will be received in the office designated in the invitation for bids not later than the exact time set for opening of bids. ***** VIRTUAL BID OPENING INFORMATION: THE VIRTUAL BID OPENING WILL BE CONDUCTED ON JULY 26, 2024 AT 2:00 P.M. (CENTRAL TIME). AT THE DESIGNATED DAY AND TIME, PLEASE JOIN BY: MEETING LINK: https://usace1.webex.com/usace1/j.php?MTID=m5c1427a42f9475dd6e6c01faa745483b. Meeting Number (access code): 2830 245 7770. Meeting Password: Qk2XJJne4@2. OR, JOIN BY PHONE: 1-844-800-2712 US Toll Free, 1-669-234-1177 US Toll. Access Code: 2830 245 7770. Conf ID: press the # sign. ** EFFECTIVE JULY 23, 2024: The government has posted Amendment No. 0001 hereunder this Notice (please refer to the Attachments Section). ** Under this Solicitation Notice, the United States Army Corps of Engineers - Chicago District issues Solicitation N",237110,Y1PZ,Total Small Business Set-Aside (FAR 19.5),Unknown pre-award; historical award is answer key,Service / mixed,MRO tools and commercial hardware,,Not recovered from extract,Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/96a703a8ac8b4cfe84dfb65ba39b83cf/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Construction / installation / repair / field service,Likely complete enough for archive review,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,0,Strikeout,Gate 6 — product/service exclusion,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",65873
HOS01-059,b4d1d577e3a24c8bab3b01add4c4234b,W912P624B0009,https://sam.gov/workspace/contract/opp/b4d1d577e3a24c8bab3b01add4c4234b/view,Solicitation,2024-07-26,2024-07-26,DEPT OF DEFENSE,DEPT OF THE ARMY,W072 ENDIST CHICAGO,"Town of Hebron Water Main Replacement, Hebron, Porter County, Indiana (USACE Acquisition)","*****TIME OF BID SUBMISSION: Bids are required one hour prior the time specified on Page 1 of this Solicitation, Block #13a. Please note, FAR Subpart 14.302 Bid submission; Bids shall be submitted so that they will be received in the office designated in the invitation for bids not later than the exact time set for opening of bids.***** VIRTUAL BID OPENING INFORMATION: THE VIRTUAL BID OPENING WILL BE CONDUCTED ON JULY 26, 2024 AT 2:00 P.M. (CENTRAL TIME). AT THE DESIGNATED DAY AND TIME, PLEASE JOIN BY: MEETING LINK: https://usace1.webex.com/usace1/j.php?MTID=m5c1427a42f9475dd6e6c01faa745483b. Meeting Number (access code): 2830 245 7770. Meeting Password: Qk2XJJne4@2. OR, JOIN BY PHONE: 1-844-800-2712 US Toll Free, 1-669-234-1177 US Toll. Access Code: 2830 245 7770. Conf ID: press the # sign. ** EFFECTIVE JULY 23, 2024: The government has posted Amendment No. 0001 hereunder this Notice (please refer to the Attachments Section). ** Under this Solicitation Notice, the United States Army Corps of Engineers - Chicago District issues Solicitation No. W912P624B0009 for bidding purposes. Therefore, provided hereunder is the relevant bid package for its construction project entitled, Town o",237110,Y1PZ,Total Small Business Set-Aside (FAR 19.5),Unknown pre-award; historical award is answer key,Service / mixed,MRO tools and commercial hardware,,Not recovered from extract,Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/b4d1d577e3a24c8bab3b01add4c4234b/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Construction / installation / repair / field service,Likely complete enough for archive review,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,0,Strikeout,Gate 6 — product/service exclusion,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",65881
HOS01-060,794afbe66bb147f3b91ac90d99720d55,W9126G24R2400,https://sam.gov/workspace/contract/opp/794afbe66bb147f3b91ac90d99720d55/view,Solicitation,2024-08-12,2024-09-12,DEPT OF DEFENSE,DEPT OF THE ARMY,W076 ENDIST FT WORTH,"Regional Vertical Contruction Small Business (SB) MATOC, Install PTAC Units on Living Quarters (1005, 1004, 1006, 11332 Buildings) Fort Bliss, TX.",Login at https://piee.eb.mil and search for 'W9126G24R2400' to obtain more details.*,236220,Z2FC,Total Small Business Set-Aside (FAR 19.5),Unknown pre-award; historical award is answer key,Service / mixed,Mixed control,,Not recovered from extract,Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/794afbe66bb147f3b91ac90d99720d55/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Construction / installation / repair / field service,Incomplete from extract,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,0,Strikeout,Gate 6 — product/service exclusion,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",65736
HOS01-061,07e9340520f6484ab7565ec0eb1f56fe,36C77022R0008,https://sam.gov/workspace/contract/opp/07e9340520f6484ab7565ec0eb1f56fe/view,Solicitation,2024-08-19,2024-09-30,"VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF",NATIONAL CMOP OFFICE (36C770),Q517--Staffing Service Tucson,The current due date for proposals will remain suspended until the Government issues an amendment answering the remaining questions. This amendment will establish the new proposal due date..,561210,Q517,Service-Disabled Veteran-Owned Small Business Set Aside,Unknown pre-award; historical award is answer key,Service / mixed,Mixed control,"Tucson, AZ, 85706, USA","Tucson, AZ, 85706, USA",Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/07e9340520f6484ab7565ec0eb1f56fe/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,No — socioeconomic set-aside not held by GGG,Review required,Review exact product/NSN; no conflict detected,Rental / lease,Incomplete from extract,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,45,0,Strikeout,Gate 4 — GGG eligibility,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",65691
